通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
恩华 舒必利片    0.1g*100片,恩华 ,0.1g*100片,200  盒  ,国药准字H32022971 ,江苏恩华药业股份有限公司 ,华源康信（武汉）医药有限公司,有
 盐酸氯丙嗪片    50mg*100片, ,50mg*100片,300  盒  ,国药准字H33020545 ,宁波大红鹰药业股份有限公司 ,华源康信（武汉）医药有限公司,有
阿瑞斯  盐酸多奈哌齐片    5mg*7片 (薄膜衣片) ,阿瑞斯 ,5mg*7片 (薄膜衣片) ,100  盒  ,国药准字H20030583 ,陕西方舟制药有限公司 ,湛江市弘安药业有限公司,有
开克 盐酸氟西汀片    10mg14片,开克 ,10mg14片,100  盒  ,国药准字H19980139 ,常州四药制药有限公司 ,湛江市弘安药业有限公司,有
 曲克芦丁注射液    2ml:60mg*10支, ,2ml:60mg*10支,300  盒  ,国药准字H37023149 ,烟台鲁银药业有限公司 ,福建国瑞药业有限公司,有
其他 卡马西平片    0.1g*100片,其他 ,0.1g*100片,360  个  ,国药准字H31021366 ,上海复旦复华药业有限公司 ,武汉创元医药生物有限公司,有
中方 清脑复神液    10ml*6支,中方 ,10ml*6支,100  盒  ,国药准字Z51020737 ,四川中方制药有限公司 ,成都拜欧药业股份有限公司,有
 天麻素片    25mg*24片, ,25mg*24片,480  盒  ,国药准字H14023639 ,山西仟源医药集团股份有限公司 ,成都拜欧药业股份有限公司,有
索乐 利培酮片    1mg*10片*6板,索乐 ,1mg*10片*6板,200  盒  ,国药准字H20052330 ,浙江华海药业股份有限公司 ,成都拜欧药业股份有限公司,有
彼迈乐 盐酸舍曲林片    50mg*14片,彼迈乐 ,50mg*14片,200  盒  ,国药准字H20060686 ,广东彼迪药业有限公司 ,成都拜欧药业股份有限公司,有
复方地西泮片益民 复方地西泮片    10片/板.,复方地西泮片益民 ,10片/板.,400  板  ,H10970219 ,济宁市安康制药有限责任公司 ,成都拜欧药业股份有限公司,有
赛灵斯 盐酸多奈哌齐胶囊    5mg*7粒,赛灵斯 ,5mg*7粒,150  盒  ,国药准字H20030106 ,西安海欣制药有限公司 ,广东华源诺希医药股份有限公司,有
丙戊酸钠缓释片 丙戊酸钠缓释片    0.5g*30片.,丙戊酸钠缓释片 ,0.5g*30片.,240  盒  ,H20010595 ,赛诺菲（杭州）制药有限公司 ,成都拜欧药业股份有限公司,有
盐酸地芬尼多片 盐酸地芬尼多片    25mg*12片/盒,盐酸地芬尼多片 ,25mg*12片/盒,400  盒  ,国药准字H37022609 ,山东仁和堂药业有限公司 ,湖南同安医药有限公司,有
 心宝丸    60mg*20s, ,60mg*20s,420  瓶  ,国药准字Z44021843 ,广东心宝制药有限公司 ,武汉润德药业有限公司,有
三乐喜 茴拉西坦胶囊    0.1g*30粒,三乐喜 ,0.1g*30粒,400  盒  ,国药准字H10950167 ,无锡凯西药业有限公司 ,四川省优胜美特医药有限公司,有
同仁堂 同仁牛黄清心丸    3g*6丸,同仁堂 ,3g*6丸,1  盒  ,国药准字Z11020025 ,北京同仁堂股份有限公司同仁堂制药厂 ,四川省优胜美特医药有限公司,有
 脑络通胶囊    0.5g*30s, ,0.5g*30s,400  盒  ,国药准字Z44022026 ,广东邦民制药厂有限公司 ,武汉益世药业有限责任公司,有
舒健宁 脑栓通胶囊    0.4g*27粒,舒健宁 ,0.4g*27粒,1  盒  ,国药准字Z20040093 ,广东华南药业集团有限公司 ,广州市振康医药有限公司,有
 脑得生丸（浓缩丸）    1.8g*9袋, ,1.8g*9袋,1  盒  ,国药准字Z20100027 ,同药集团大同制药有限公司 ,湖南湘众医药有限公司,有
怡神保 甲钴胺片    0.5mg*20片,怡神保 ,0.5mg*20片,1  盒  ,国药准字H20031126 ,华北制药股份有限公司 ,湖南湘众医药有限公司,有
白云山 清开灵口服液    10ml*6支,白云山 ,10ml*6支,60  盒  ,国药准字Z10880028 ,广州白云山明兴制药有限公司 ,惠州市成泽药业有限公司,有
 盐酸文拉法辛胶囊    25mg*6粒*2板, ,25mg*6粒*2板,200  盒  ,国药准字H20093492 ,乐普药业股份有限公司 ,广东华源诺希医药股份有限公司,有
 镇痫片    0.4g*15片*2板, ,0.4g*15片*2板,300  盒  ,国药准字Z20063511 ,长春银诺克药业有限公司 ,广东华源诺希医药股份有限公司,有
 清开灵口服液    10ml*6支, ,10ml*6支,100  盒  ,国药准字Z13020487 ,唐山市福乐药业有限公司 ,广东华源诺希医药股份有限公司,有
卫力 宁神灵颗粒    14g*6袋,卫力 ,14g*6袋,150  盒  ,国药准字Z23020297 ,黑龙江省中医研究院制药厂 ,广东华源诺希医药股份有限公司,有
其他 甲钴胺片    0.5mg*20片,其他 ,0.5mg*20片,400  盒  ,国药准字H20060865 ,北京星昊医药股份有限公司 ,成都拜欧药业股份有限公司,有
宝庆 丙戊酸钠片    0.2g*100s,宝庆 ,0.2g*100s,100  瓶  ,国药准字H43020874 ,湖南省湘中制药有限公司 ,黑龙江省华源医药股份有限公司,有
 吡拉西坦片    0.4g*100s, ,0.4g*100s,100  盒  ,国药准字H33021967 ,杭州民生药业有限公司 ,黑龙江省华源医药股份有限公司,有
 消栓通络片    60片, ,60片,240  瓶  ,国药准字Z37020254 ,山东孔府制药有限公司 ,黑龙江省华源医药股份有限公司,有
 心脑清软胶囊    0.415g*100s, ,0.415g*100s,120  盒  ,国药准字Z20026515 ,神威药业集团有限公司 ,黑龙江省华源医药股份有限公司,有
 左旋多巴片    0.25g*100片, ,0.25g*100片,100  瓶  ,国药准字H11021055 ,北京曙光药业有限责任公司 ,黑龙江省华源医药股份有限公司,有
升和 肤痒颗粒    9g*10袋,升和 ,9g*10袋,1  盒  ,国药准字Z51021175 ,四川升和药业股份有限公司 ,重庆赛力君安医药有限公司,有
 盐酸多塞平片    25mg*100片, ,25mg*100片,1  盒  ,国药准字H32024489 ,苏州弘森药业有限公司 ,湛江市弘安药业有限公司,有
赛灵斯 盐酸多奈哌齐胶囊    5mg*7粒,赛灵斯 ,5mg*7粒,150  盒  ,国药准字H20030106 ,西安海欣制药有限公司 ,广东华源诺希医药股份有限公司,有
舒坦罗 盐酸帕罗西汀片    20mg*12片,舒坦罗 ,20mg*12片,200  盒  ,国药准字H20040533 ,浙江尖峰药业有限公司 ,成都拜欧药业股份有限公司,有
渠道 复方脑蛋白水解物片    12片*2板, ,12片*2板,300  盒  ,国药准字H34022261 ,安徽金太阳生化药业有限公司 ,四川省优胜美特医药有限公司,无
诺百益 胞磷胆碱钠片    0.1g*24片,诺百益 ,0.1g*24片,300  盒  ,国药准字H20080745 ,华润双鹤利民药业（济南）有限公司 ,广东华源诺希医药股份有限公司,有
弥可保 甲钴胺片    0.5mg*20片(薄膜衣片),弥可保 ,0.5mg*20片(薄膜衣片),280  盒  ,国药准字H20143107 ,卫材(中国)药业有限公司 ,武汉润德药业有限公司,有
启维 富马酸喹硫平片    100mg*30片,启维 ,100mg*30片,200  盒  ,国药准字H20010117 ,湖南洞庭药业股份有限公司 ,华源康信（武汉）医药有限公司,有
元舒 复方吡拉西坦脑蛋白水解物片    12片*2板,元舒 ,12片*2板,240  盒  ,国药准字H22024382 ,白求恩医科大学制药厂二分厂 ,华源康信（武汉）医药有限公司,有
希尔安 血府逐瘀片    0.45g*36片,希尔安 ,0.45g*36片,240  盒  ,国药准字Z20060124 ,重庆希尔安药业有限公司 ,华源康信（武汉）医药有限公司,有
鲁南贝特/益平 阿昔莫司胶囊    0.25g*24粒,鲁南贝特/益平 ,0.25g*24粒,100  盒  ,国药准字H20010769 ,鲁南贝特制药有限公司 ,湛江市弘安药业有限公司,有
渠道乐盼 氟哌噻吨美利曲辛片    7片*2板,乐盼 ,7片*2板,300  盒  ,国药准字H20153014 ,四川海思科制药有限公司 ,四川省优胜美特医药有限公司,无
恩华 盐酸硫必利片    0.1g*100片,恩华 ,0.1g*100片,1  盒  ,国药准字H32025477 ,江苏恩华药业股份有限公司 ,广州市振康医药有限公司,有
 盐酸川芎嗪注射液    2ml:40mg*10支, ,2ml:40mg*10支,300  盒  ,国药准字H20003792 ,河南辅仁怀庆堂制药有限公司 ,武汉创元医药生物有限公司,有
二十五味珊瑚丸 二十五味珊瑚丸    8丸*2板.,二十五味珊瑚丸 ,8丸*2板.,200  盒  ,Z5402008 ,西藏藏诺药业股份有限公司 ,成都拜欧药业股份有限公司,有
 脑乐静    200ml, ,200ml,80  瓶  ,国药准字Z42021145 ,湖北广仁药业有限公司 ,广东华源诺希医药股份有限公司,有
三金 脑脉泰胶囊    0.5g*10粒*3板,三金 ,0.5g*10粒*3板,168  盒  ,国药准字Z19980094 ,桂林三金药业股份有限公司 ,成都拜欧药业股份有限公司,有
康德 百宁神口服液    10ml*12支,康德 ,10ml*12支,36  盒  ,国药准字B20020278 ,浙江康德药业集团股份有限公司 ,华源康信（武汉）医药有限公司,有
佰莫亭 甲磺酸溴隐亭片    2.5mg*30片,佰莫亭 ,2.5mg*30片,189  瓶  ,新注册证号H20160170（原注册证号H20110116) ,匈牙利吉瑞大药厂 ,华源康信（武汉）医药有限公司,有
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,180  盒  ,进口药品注册证号H20130126   H20171104 ,H.Lundbeck A/S ,成都拜欧药业股份有限公司,有
欧兰宁 奥氮平片    10mg*7片薄膜衣,欧兰宁 ,10mg*7片薄膜衣,300  盒  ,国药准字H20010799 ,江苏豪森药业集团有限公司 ,四川省优胜美特医药有限公司,有
来士普 草酸艾司西酞普兰片    10mg*7片,来士普 ,10mg*7片,1  盒  ,国药准字J20100165 ,西安杨森制药有限公司 ,广州市振康医药有限公司,有
 盐酸舍曲林片    50mg*14片, ,50mg*14片,200  盒  ,国药准字H20070292 ,海南凯健制药有限公司 ,成都拜欧药业股份有限公司,有
 清开灵注射液    10ml*5支, ,10ml*5支,120  瓶  ,国药准字Z13020880 ,神威药业集团有限公司 ,福建国瑞药业有限公司,有
亚东 脑安胶囊    0.4g*10s*2板,亚东 ,0.4g*10s*2板,1  盒  ,国药准字Z10940065 ,辽源誉隆亚东药业有限责任公司 ,广州市巨孚达医药有限公司,有
渠道同仁堂 同仁牛黄清心丸    3g*6丸,同仁堂 ,3g*6丸,100  盒  ,国药准字Z11020025 ,北京同仁堂股份有限公司同仁堂制药厂 ,湛江市弘安药业有限公司,有
来士普 草酸艾司西酞普兰片    10mg*7片,来士普 ,10mg*7片,100  盒  ,国药准字J20150119 ,西安杨森制药有限公司 ,湛江市弘安药业有限公司,有
枢芬 巴氯芬片    10mg*10片,枢芬 ,10mg*10片,100  盒  ,国药准字H19980103 ,福安药业集团宁波天衡制药有限公司 ,湛江市弘安药业有限公司,有
西其汀 盐酸倍他司汀口服液    10ml*9支,西其汀 ,10ml*9支,100  盒  ,国药准字H23020091 ,黑龙江中桂制药有限公司 ,湛江市弘安药业有限公司,有
宝庆 丙戊酸钠片    0.2g*100片,宝庆 ,0.2g*100片,100  瓶  ,国药准字H43020874 ,湖南省湘中制药有限公司 ,湛江市弘安药业有限公司,有
美纳达 丹七软胶囊    0.6g*30粒,美纳达 ,0.6g*30粒,100  盒  ,国药准字Z20050031 ,北京长城制药厂 ,湛江市弘安药业有限公司,有
喜普妙 氢溴酸西酞普兰片    20mg*14片(薄膜衣),喜普妙 ,20mg*14片(薄膜衣),100  盒  ,国药准字J20130028 ,西安杨森制药有限公司 ,湛江市弘安药业有限公司,有
博可保 甲钴胺片    0.5mg*24片,博可保 ,0.5mg*24片,100  盒  ,国药准字H20050997 ,海南斯达制药有限公司 ,湛江市弘安药业有限公司,有
神济 醒脑再造胶囊    0.35g*30粒,神济 ,0.35g*30粒,100  盒  ,国药准字Z13020394 ,中美华医(河北)制药有限公司 ,湛江市弘安药业有限公司,有
森福罗 盐酸普拉克索片    0.25mg*30片,森福罗 ,0.25mg*30片,144  盒  ,H20140917 ,勃林格殷格翰 ,湖北祥林医药有限公司,无
 甲钴胺片    0.5mg*20片, ,0.5mg*20片,400  盒  ,国药准字H20052564 ,江苏天禾迪赛诺制药有限公司 ,武汉创元医药生物有限公司,有
 曲克芦丁片    60mg*100片, ,60mg*100片,480  瓶  ,国药准字H14022940 ,亚宝药业集团股份有限公司 ,武汉创元医药生物有限公司,有
 镇脑宁胶囊    0.3g*60粒, ,0.3g*60粒,100  盒  ,国药准字Z10920037 ,吉林省通化博祥药业股份有限公司 ,武汉创元医药生物有限公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,360  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,武汉创元医药生物有限公司,有
双湖 盐酸苯海索片    2mg*100片,双湖 ,2mg*100片,600  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,成都拜欧药业股份有限公司,有
 盐酸氯丙嗪片    25mg*100片, ,25mg*100片,600  瓶  ,国药准字H32022161 ,常州康普药业有限公司 ,成都拜欧药业股份有限公司,有
白云山 脑络通胶囊    0.5g*30粒,白云山 ,0.5g*30粒,240  瓶  ,国药准字Z44020002 ,广州白云山光华制药股份有限公司委托广州白云山医药集团股份有限公司白云山制药总厂 ,成都拜欧药业股份有限公司,有
渠道 吉易克 左乙拉西坦片    0.5g*10片*3板/盒, ,0.5g*10片*3板/盒,100  盒  ,国药准字H20143178 ,浙江京新药业股份有限公司 ,湛江市弘安药业有限公司,有
渠道 吉易克 左乙拉西坦片    0.5g*10片*3板/盒, ,0.5g*10片*3板/盒,100  盒  ,国药准字H20143178 ,浙江京新药业股份有限公司 ,湛江市弘安药业有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,1  盒  ,国药准字H37021328 ,齐鲁制药有限公司 ,成都拜欧药业股份有限公司,有
博乐欣 盐酸文拉法辛胶囊    25mg*16粒,博乐欣 ,25mg*16粒,240  盒  ,国药准字H19980051 ,成都康弘药业集团股份有限公司 ,成都拜欧药业股份有限公司,有
 盐酸氟桂利嗪胶囊    5mg*20粒, ,5mg*20粒,1  盒  ,国药准字H52020035 ,贵州缔谊健康制药有限公司 ,成都拜欧药业股份有限公司,有
 甲钴胺片    0.5mg*24片, ,0.5mg*24片,1  盒  ,国药准字H20051425 ,辰欣药业股份有限公司 ,成都拜欧药业股份有限公司,有
 清开灵片    0.5g*12片(薄膜衣), ,0.5g*12片(薄膜衣),1  盒  ,国药准字Z10980098 ,哈尔滨圣泰生物制药有限公司 ,成都拜欧药业股份有限公司,有
 脑心舒口服液    10ml*10支, ,10ml*10支,60  盒  ,国药准字Z22022396 ,钓鱼台医药集团吉林天强制药股份有限公司 ,成都拜欧药业股份有限公司,有
 碳酸锂片    0.25g*60片, ,0.25g*60片,100  瓶  ,国药准字H43020759 ,湖南省湘中制药有限公司 ,成都拜欧药业股份有限公司,有
妥泰 托吡酯片    25mg*60片,妥泰 ,25mg*60片,120  盒  ,国药准字H20020555 ,西安杨森制药有限公司 ,成都拜欧药业股份有限公司,有
 复方脑蛋白水解物片    24片, ,24片,300  盒  ,国药准字H34022261 ,安徽金太阳生化药业有限公司 ,成都拜欧药业股份有限公司,有
 复方脑蛋白水解物片    24片, ,24片,300  盒  ,国药准字H34022261 ,安徽金太阳生化药业有限公司 ,成都拜欧药业股份有限公司,有
渠道维思通 利培酮片    1mg*20片,维思通 ,1mg*20片,100  盒  ,国药准字H20010309 ,西安杨森制药有限公司 ,湛江市弘安药业有限公司,有
珊瑚七十味丸神水藏药 珊瑚七十味丸    1g*3丸*2盒/中盒,珊瑚七十味丸神水藏药 ,1g*3丸*2盒/中盒,1  盒  ,Z54020114 ,西藏雄巴拉曲神水藏药有限公司 ,成都拜欧药业股份有限公司,有
利培酮口崩片 利培酮口崩片    1mg*10片*2板.,利培酮口崩片 ,1mg*10片*2板.,1  板  ,H20080286 ,常州四药制药有限公司 ,成都拜欧药业股份有限公司,有
肉蔻五味丸 肉蔻五味丸    30s*2板 .,肉蔻五味丸 ,30s*2板 .,240  盒  ,Z15020881 ,内蒙古库伦蒙药有限公司 ,成都拜欧药业股份有限公司,有
左旋多巴片金鹿 左旋多巴片    250mg*100片.,左旋多巴片金鹿 ,250mg*100片.,100  片  ,H11021055 ,北京曙光药业有限责任公司 ,成都拜欧药业股份有限公司,有
阿司匹林肠溶片 阿司匹林肠溶片    25mg*100片.,阿司匹林肠溶片 ,25mg*100片.,1  盒  ,H61022718 ,华东医药(西安)博华制药有限公司 ,成都拜欧药业股份有限公司,有
渠道 胞磷胆碱钠片    0.1g*12片, ,0.1g*12片,200  盒  ,国药准字H20080745 ,济南利民质制药有限责任公司 ,湖北巨世医药有限公司,无
拉格丹东 复方手参益智胶囊    0.3g*30粒,拉格丹东 ,0.3g*30粒,100  盒  ,国药准字Z20026454 ,青海省格拉丹东药业有限公司 ,湛江市弘安药业有限公司,有
 盐酸苯海索片    2mg*100s, ,2mg*100s,600  瓶  ,国药准字H32022135 ,常州康普药业有限公司 ,武汉红运堂药业有限公司,有
宝诺达 胞磷胆碱钠片    0.2g*10片,宝诺达 ,0.2g*10片,1  盒  ,国药准字H20100008 ,福建省闽东力捷迅药业有限公司 ,广州市振康医药有限公司,有
迭力 加巴喷丁胶囊    0.1g*12粒*4板,迭力 ,0.1g*12粒*4板,200  盒  ,国药准字H20040527 ,江苏恩华药业股份有限公司 ,湖北千瑞铭医药有限公司,有
神济 醒脑再造胶囊    0.35g*30粒,神济 ,0.35g*30粒,1  盒  ,国药准字Z13020394 ,中美华医(河北)制药有限公司 ,湖南同安医药有限公司,有
光辉 奋乃静片    2mg*100片,光辉 ,2mg*100片,240  盒  ,国药准字H31021083 ,上海朝晖药业有限公司 ,武汉润德药业有限公司,有
中方 清脑复神液    10ml*6支,中方 ,10ml*6支,100  盒  ,国药准字Z51020737 ,四川中方制药有限公司 ,武汉润德药业有限公司,有
其他 卡马西平片    0.1g*100片,其他 ,0.1g*100片,360  个  ,国药准字H31021366 ,上海复旦复华药业有限公司 ,武汉润德药业有限公司,有
 溴吡斯的明片    60mg*60s(糖衣), ,60mg*60s(糖衣),240  瓶  ,国药准字H31020867 ,上海中西三维药业有限公司 ,武汉润德药业有限公司,有
鹏鹞 盐酸金刚烷胺片    0.1g*100片,鹏鹞 ,0.1g*100片,300  盒  ,国药准字H32023575 ,江苏鹏鹞药业有限公司 ,武汉润德药业有限公司,有
得理多 卡马西平片    200mg*30片,得理多 ,200mg*30片,480  盒  ,国药准字H11022279 ,北京诺华制药有限公司 ,武汉润德药业有限公司,有
 丙戊酸钠片    0.2g*100s(糖衣), ,0.2g*100s(糖衣),100  瓶  ,国药准字H43020874 ,湖南省湘中制药有限公司 ,武汉润德药业有限公司,有
 溴吡斯的明片    60mg*60s(糖衣), ,60mg*60s(糖衣),240  瓶  ,国药准字H31020867 ,上海中西三维药业有限公司 ,武汉润德药业有限公司,有
鹏鹞 盐酸金刚烷胺片    0.1g*100片,鹏鹞 ,0.1g*100片,300  盒  ,国药准字H32023575 ,江苏鹏鹞药业有限公司 ,武汉润德药业有限公司,有
得理多 卡马西平片    200mg*30片,得理多 ,200mg*30片,480  盒  ,国药准字H11022279 ,北京诺华制药有限公司 ,武汉润德药业有限公司,有
 丙戊酸钠片    0.2g*100s(糖衣), ,0.2g*100s(糖衣),100  瓶  ,国药准字H43020874 ,湖南省湘中制药有限公司 ,武汉润德药业有限公司,有
 盐酸氯丙嗪片    25mg*100s, ,25mg*100s,600  瓶  ,国药准字H32022161 ,常州康普药业有限公司 ,武汉润德药业有限公司,有
 盐酸苯海索片    2mg*100片, ,2mg*100片,600  盒  ,国药准字H37022726 ,山东健康药业有限公司 ,福建国瑞药业有限公司,有
唯他停 盐酸舍曲林片    0.05g*14片,唯他停 ,0.05g*14片,100  盒  ,国药准字H20051076 ,浙江京新药业股份有限公司 ,湛江市弘安药业有限公司,有
 脑络通胶囊    0.5g*30s, ,0.5g*30s,1  盒  ,国药准字Z44022026 ,广东邦民制药厂有限公司 ,重庆赛力君安医药有限公司,有
 注射用脑蛋白水解物    30mg, ,30mg,1  盒  ,国药准字H20052266 ,海南通用同盟药业有限公司 ,重庆赛力君安医药有限公司,有
 盐酸文拉法辛胶囊    25mg*6粒*2板, ,25mg*6粒*2板,1  盒  ,国药准字H20093492 ,乐普药业股份有限公司 ,重庆赛力君安医药有限公司,有
 强力定眩胶囊    0.4g*12粒*3板, ,0.4g*12粒*3板,1  盒  ,国药准字Z20090189 ,江西银涛药业有限公司 ,成都拜欧药业股份有限公司,有
卓夫  利培酮片    1mg*10片*2板,卓夫 ,1mg*10片*2板,1  盒  ,国药准字H20041808   ,齐鲁制药有限公司 ,惠州市成泽药业有限公司,有
渠道古立西 脑蛋白水解物片    6.5mg:14.4mg*36片,古立西 ,6.5mg:14.4mg*36片,200  盒  ,国药准字H23023288 ,黑龙江江世药业有限公司 ,四川省优胜美特医药有限公司,无
渠道 茴拉西坦胶囊    0.1g*36粒, ,0.1g*36粒,300  盒  ,国药准字H20059460 ,山东罗欣药业集团股份有限公司 ,四川省优胜美特医药有限公司,无
 脑栓通胶囊    0.4g*9s*2板, ,0.4g*9s*2板,400  盒  ,国药准字Z20040093 ,广东华南药业集团有限公司 ,惠州市成泽药业有限公司,有
维思通 利培酮片    1mg*20片,维思通 ,1mg*20片,1  盒  ,国药准字H20010309 ,西安杨森制药有限公司 ,四川省优胜美特医药有限公司,有
渠道西其汀 盐酸倍他司汀口服液    10ml*9支,西其汀 ,10ml*9支,1  盒  ,国药准字H23020091 ,黑龙江中桂制药有限公司 ,四川省优胜美特医药有限公司,无
 盐酸多奈哌齐胶囊    5mg*7粒, ,5mg*7粒,1  盒  ,国药准字H20030106 ,西安海欣制药有限公司 ,广州市巨孚达医药有限公司,有
 血府逐瘀颗粒    6g*6袋, ,6g*6袋,200  盒  ,国药准字Z20050016 ,江苏晨牌药业有限公司 ,重庆恒德医药有限公司,有
乐友 盐酸帕罗西汀片    20mg*14片,乐友 ,20mg*14片,200  盒  ,国药准字H20031106 ,浙江华海药业股份有限公司 ,湖北千瑞铭医药有限公司,有
乐友 盐酸帕罗西汀片    20mg*14片,乐友 ,20mg*14片,200  盒  ,国药准字H20031106 ,浙江华海药业股份有限公司 ,湖北千瑞铭医药有限公司,有
 舒脑欣滴丸    40丸*2瓶(每丸重42mg), ,40丸*2瓶(每丸重42mg),100  盒  ,国药准字Z20050041 ,天津中新药业集团股份有限公司第六中药厂 ,湛江市弘安药业有限公司,有
百适可 草酸艾司西酞普兰片    10mg*7片,百适可 ,10mg*7片,1  盒  ,国药准字H20103327 ,山东京卫制药有限公司 ,成都拜欧药业股份有限公司,有
荆江源 安乐片    0.3g*60片,荆江源 ,0.3g*60片,1  盒  ,国药准字Z20153026 ,湖北荆江源制药股份有限公司 ,重庆赛力君安医药有限公司,有
 消旋山莨菪碱片    10mg*100片, ,10mg*100片,1  盒  ,国药准字H33021568 ,杭州民生药业有限公司 ,成都拜欧药业股份有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,480  瓶  ,国药准字H31022908 ,上海福达制药有限公司 ,武汉益世药业有限责任公司,有
 盐酸氯丙嗪片    25mg*100片, ,25mg*100片,300  瓶  ,国药准字H44021428 ,广东彼迪药业有限公司 ,武汉益世药业有限责任公司,有
波立维 硫酸氢氯吡格雷片    75毫克*7片,波立维 ,75毫克*7片,360  盒  ,国药准字J20130083 ,赛诺菲（杭州）制药有限公司 ,武汉益世药业有限责任公司,有
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,进口药品注册证号H20130126   H20171104 ,H.Lundbeck A/S ,武汉益世药业有限责任公司,有
 左旋多巴片    0.25g*100片, ,0.25g*100片,100  瓶  ,国药准字H11021055 ,北京曙光药业有限责任公司 ,武汉益世药业有限责任公司,有
 消旋山莨菪碱片    10mg*100片, ,10mg*100片,1  盒  ,国药准字H33021568 ,杭州民生药业有限公司 ,成都拜欧药业股份有限公司,有
 卡马西平片    0.1g*100片, ,0.1g*100片,480  瓶  ,国药准字H31022908 ,上海福达制药有限公司 ,武汉益世药业有限责任公司,有
 盐酸氯丙嗪片    25mg*100片, ,25mg*100片,300  瓶  ,国药准字H44021428 ,广东彼迪药业有限公司 ,武汉益世药业有限责任公司,有
波立维 硫酸氢氯吡格雷片    75毫克*7片,波立维 ,75毫克*7片,360  盒  ,国药准字J20130083 ,赛诺菲（杭州）制药有限公司 ,武汉益世药业有限责任公司,有
黛力新 氟哌噻吨美利曲辛片    20片,黛力新 ,20片,162  盒  ,进口药品注册证号H20130126   H20171104 ,H.Lundbeck A/S ,武汉益世药业有限责任公司,有
 左旋多巴片    0.25g*100片, ,0.25g*100片,100  瓶  ,国药准字H11021055 ,北京曙光药业有限责任公司 ,武汉益世药业有限责任公司,有
奇信 甲钴胺胶囊    0.5mg*50s,奇信 ,0.5mg*50s,1  盒  ,国药准字H20052315 ,扬子江药业集团南京海陵药业有限公司 ,湖南同安医药有限公司,有
维思通 利培酮片    2mg*20片,维思通 ,2mg*20片,360  盒  ,国药准字H20010310 ,西安杨森制药有限公司 ,成都拜欧药业股份有限公司,有
喜太乐 氢溴酸西酞普兰片    20mg*14片,喜太乐 ,20mg*14片,200  盒  ,国药准字H20041200 ,四川科伦药业股份有限公司 ,成都拜欧药业股份有限公司,有
 盐酸马普替林片    25mg*40片, ,25mg*40片,1  盒  ,国药准字H23020727 ,多多药业有限公司 ,成都拜欧药业股份有限公司,有
 脑栓通胶囊    0.4g*9粒*2板, ,0.4g*9粒*2板,200  盒  ,国药准字Z20040093 ,广东华南药业集团有限公司 ,成都拜欧药业股份有限公司,有
忆立福 茴拉西坦片    0.1g*48片,忆立福 ,0.1g*48片,1  盒  ,国药准字H20030229 ,亚宝药业集团股份有限公司 ,成都拜欧药业股份有限公司,有
 甲钴胺胶囊    0.5mg*10粒*2板, ,0.5mg*10粒*2板,400  盒  ,国药准字H20060253 ,涿州东乐制药有限公司 ,重庆恒德医药有限公司,有
 脑灵素胶囊    0.35g*30粒, ,0.35g*30粒,200  盒  ,国药准字Z36021760 ,江西药都樟树制药有限公司 ,四川恒源医药科技有限公司,有
欣可来 胞磷胆碱钠片    0.2g*6片*2板,欣可来 ,0.2g*6片*2板,400  盒  ,国药准字H20060389 ,四川梓橦宫药业有限公司 ,四川恒源医药科技有限公司,有
思博海 盐酸多奈哌齐片    5mg*7片,思博海 ,5mg*7片,80  盒  ,国药准字H20010723 ,重庆植恩药业有限公司 ,四川恒源医药科技有限公司,有
五氟利多片 五氟利多片    20mg*24片,五氟利多片 ,20mg*24片,100  盒  ,H43021061 ,湖南中南制药有限责任公司 ,四川恒源医药科技有限公司,有
防芷鼻炎片 防芷鼻炎片    18片*2板*2小盒,防芷鼻炎片 ,18片*2板*2小盒,200  盒  ,国药准字Z14021846 ,山西华元医药生物技术有限公司 ,重庆恒德医药有限公司,有
 治偏痛颗粒    20g*6袋, ,20g*6袋,120  盒  ,国药准字Z20043254 ,黑龙江省济仁药业有限公司 ,重庆恒德医药有限公司,有
 碳酸锂片    0.25g*100s, ,0.25g*100s,100  盒  ,国药准字H43020759 ,湖南省湘中制药有限公司 ,成都拜欧药业股份有限公司,有
蒙王 珍宝丸    30丸*2板,蒙王 ,30丸*2板,1  盒  ,国药准字Z15020410 ,内蒙古蒙药股份有限公司 ,成都拜欧药业股份有限公司,有
 脑灵素片    0.3g*100片(糖衣), ,0.3g*100片(糖衣),1  瓶  ,国药准字Z20054916 ,辽宁上药好护士药业(集团)有限公司 ,中泽医药（湖北）有限公司,有
格拉丹东 脑康泰胶囊    0.3g*24粒,格拉丹东 ,0.3g*24粒,1  盒  ,国药准字Z20025675 ,青海省格拉丹东药业有限公司 ,成都拜欧药业股份有限公司,有
百适可 草酸艾司西酞普兰片    10mg*7片,百适可 ,10mg*7片,200  盒  ,国药准字H20103327 ,山东京卫制药有限公司 ,湖北巨世医药有限公司,有
