通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
H学圃堂跌打扭伤理疗贴 H学圃堂跌打扭伤理疗贴    6贴,H学圃堂跌打扭伤理疗贴 ,6贴,1  盒  , ,山西圣君药业有限公司 ,广州玖铭药业有限公司,有
H学圃堂肩周炎理疗贴 H学圃堂肩周炎理疗贴    6贴,H学圃堂肩周炎理疗贴 ,6贴,1  盒  ,晋临械备20170019号 ,山西圣君药业有限公司 ,广州玖铭药业有限公司,有
I冈本 避孕套冰感透薄 I冈本 避孕套冰感透薄    10片,I冈本 避孕套冰感透薄 ,10片,100  盒  ,国械注进20152660392 ,冈本乳胶制品有限公司 ,湖北巨世医药有限公司,有
采森堂牌西洋参川贝枇杷膏 采森堂牌西洋参川贝枇杷膏    150毫升,采森堂牌西洋参川贝枇杷膏 ,150毫升,200  盒  ,国食健字G20100050 ,南昌市草珊瑚生物技术有限公司 ,湖北巨世医药有限公司,有
G南京同仁堂 舒筋活络冷敷贴 G南京同仁堂 舒筋活络冷敷贴    6贴装,G南京同仁堂 舒筋活络冷敷贴 ,6贴装,1  盒  ,晋临械备20160028号 ,临汾百年合纵药业有限公司 ,湛江市弘安药业有限公司,有
桂花露（祛臭液11号） 桂花露（祛臭液11号）    24ml,桂花露（祛臭液11号） ,24ml,60  盒  , ,桂林长圣药业有限责任公司 ,武汉红运堂药业有限公司,有
渠道金嗓子喉宝（无蔗糖）都乐含片糖果 金嗓子喉宝（无蔗糖）都乐含片糖果    22.8克,金嗓子喉宝（无蔗糖）都乐含片糖果 ,22.8克,200  盒  , ,广西金嗓子保健品有限公司 ,四川省优胜美特医药有限公司,无
I暖宝宝 I暖宝宝    4贴,I暖宝宝 ,4贴,1  盒  ,日用品 ,江西城北实业有限公司 ,东莞市南生医药有限公司,无
I安多福 0.5%PVP-I 消毒液 I安多福 0.5%PVP-I 消毒液    0.5%*60ml/瓶,I安多福 0.5%PVP-I 消毒液 ,0.5%*60ml/瓶,1  瓶  , ,深圳市安多福实业发展有限公司 ,中山市信通医药有限公司,无
海藻芦荟胶 海藻芦荟胶    30g,海藻芦荟胶 ,30g,1  盒  ,赣卫消证字（2012）第0025号 ,江西药圣堂实业有限公司 ,东莞市健美堂医药科技有限公司,无
I永康洁 医用阴道冲洗器（大号） I永康洁 医用阴道冲洗器（大号）    大号,I永康洁 医用阴道冲洗器（大号） ,大号,1  个  ,赣洪械备20150105号 ,南昌市康洁医用卫生用品有限公司 ,东莞市健美堂医药科技有限公司,无
痱子粉 痱子粉    140g,痱子粉 ,140g,1  瓶  , ,镇平仲景实业有限公司 ,东莞市健美堂医药科技有限公司,无
H青花蛇 远红外伤湿镇痛贴（6贴） H青花蛇 远红外伤湿镇痛贴（6贴）    8cm*13cm*6贴,H青花蛇 远红外伤湿镇痛贴（6贴） ,8cm*13cm*6贴,1  盒  ,皖械注准20152260095 ,安徽金阳生物科技有限公司 ,东莞市健美堂医药科技有限公司,无
渠道I恒健 止血贴（创可贴）（普通型） I恒健 止血贴（创可贴）（普通型）    1.8cm*7cm*100片,I恒健 止血贴（创可贴）（普通型） ,1.8cm*7cm*100片,100  盒  ,粤江械备20150053号 ,广东恒健制药有限公司 ,广东扬帆药业有限公司,无
渠道H九邦 创可贴（创伤敷贴型） H九邦 创可贴（创伤敷贴型）    1片,H九邦 创可贴（创伤敷贴型） ,1片,60  盒  ,粤深械备20150137号 ,深圳三九九正生物医药有限公司 ,广东厚德医药有限公司,无
小儿止咳贴 小儿止咳贴    4贴装,小儿止咳贴 ,4贴装,10  盒  ,晋临械备20150012号 ,侯马经济开发区金葵花大健康产业有限公司 ,广州谦谦康保健食品有限公司,无
I一次性压舌板 I一次性压舌板    100片,I一次性压舌板 ,100片,10  盒  ,粤穗械备20140088号 ,广州市番禺康安卫生用品厂 ,广州谦谦康保健食品有限公司,无
B亮项 鸡眼专用盒 B亮项 鸡眼专用盒    7贴+刀片+棉花,B亮项 鸡眼专用盒 ,7贴+刀片+棉花,10  盒  ,Q/NST156-2017 ,南昌森腾医药生物科技有限公司 ,广州谦谦康保健食品有限公司,无
无蔗糖高钙蛋白质粉 无蔗糖高钙蛋白质粉    900克,无蔗糖高钙蛋白质粉 ,900克,10  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州谦谦康保健食品有限公司,无
复合氨基酸蛋白质粉 复合氨基酸蛋白质粉    900克,复合氨基酸蛋白质粉 ,900克,10  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,广州谦谦康保健食品有限公司,无
妇炎洁 苦参洗液 妇炎洁 苦参洗液    200ml（内附冲洗器）,妇炎洁 苦参洗液 ,200ml（内附冲洗器）,80  盒  ,洗剂 ,江西康美医药保健品有限公司 ,广东扬帆药业有限公司,无
G棉花朵朵 医用棉球（精装） G棉花朵朵 医用棉球（精装）    25g/袋,G棉花朵朵 医用棉球（精装） ,25g/袋,9999  盒  ,鲁青食药监械（准）字2014第1640013号 ,青岛盛久医疗用品有限公司 ,四川盛柱贸易有限公司,无
H云南白药退热贴 H云南白药退热贴    4片,H云南白药退热贴 ,4片,1  盒  , ,云南白药集团无锡药业有限公司 ,东莞市力冉贸易有限公司,无
G樟都 晕车贴 G樟都 晕车贴    4贴,G樟都 晕车贴 ,4贴,400  盒  ,Q/JZD001-2017 ,江西樟都药业有限公司 ,山东健志医药科技开发有限公司,无
F稳健医疗 纱布片（7.5x7.5-8P） F稳健医疗 纱布片（7.5x7.5-8P）    2片/袋,F稳健医疗 纱布片（7.5x7.5-8P） ,2片/袋,4000  盒  ,鄂食药监械（准）字2014第2642017号 ,稳健医疗(黄冈)有限公司 ,东莞市南生医药有限公司,无
I苗域家族 三七祛痛喷剂 I苗域家族 三七祛痛喷剂    60ml,I苗域家族 三七祛痛喷剂 ,60ml,1  盒  ,卫消证字（2014）0007号 ,江西赣泽实业有限责任公司 ,东莞市健美堂医药科技有限公司,无
G四季益生 海藻芦荟抑菌凝胶 G四季益生 海藻芦荟抑菌凝胶    20克,G四季益生 海藻芦荟抑菌凝胶 ,20克,1  盒  ,软膏 ,陕西健驰生物药业有限公司 ,东莞市健美堂医药科技有限公司,无
黄柏洗液（植物草本抑菌洗液） 黄柏洗液（植物草本抑菌洗液）    260ml,黄柏洗液（植物草本抑菌洗液） ,260ml,1  盒  ,赣卫消证字2015第0060号 ,江西创美实业有限公司 ,东莞市健美堂医药科技有限公司,无
银尔洁 活性银离子抗菌液 银尔洁 活性银离子抗菌液    200ml,银尔洁 活性银离子抗菌液 ,200ml,1  盒  , ,西安亮剑科技有限公司 ,东莞市健美堂医药科技有限公司,无
H盛世三诚 无糖氨基酸饮液（礼盒5瓶装） H盛世三诚 无糖氨基酸饮液（礼盒5瓶装）    250ml*5瓶,H盛世三诚 无糖氨基酸饮液（礼盒5瓶装） ,250ml*5瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市健美堂医药科技有限公司,无
云南白药晕车快贴 云南白药晕车快贴    6贴装,云南白药晕车快贴 ,6贴装,1  盒  ,贴膏 ,云南白药集团股份有限公司 ,东莞市健美堂医药科技有限公司,无
H金诺贝婴 双岐因子葡萄糖 H金诺贝婴 双岐因子葡萄糖    380克,H金诺贝婴 双岐因子葡萄糖 ,380克,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市健美堂医药科技有限公司,无
H金诺贝婴 奶伴侣葡萄糖 H金诺贝婴 奶伴侣葡萄糖    580g,H金诺贝婴 奶伴侣葡萄糖 ,580g,1  瓶  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市健美堂医药科技有限公司,无
H青花蛇 远红外腰腿疼痛贴（6贴） H青花蛇 远红外腰腿疼痛贴（6贴）    8cm*13cm*6贴,H青花蛇 远红外腰腿疼痛贴（6贴） ,8cm*13cm*6贴,1  盒  ,皖械注准20152260093 ,安徽金阳生物科技有限公司 ,东莞市健美堂医药科技有限公司,无
无水葡萄糖 无水葡萄糖    400g,无水葡萄糖 ,400g,1  罐  ,QS360023020060 ,江西樟邦药业有限公司 ,中山市龙裕医药有限公司,无
 邦克美肤烧烫伤软膏    15g, ,15g,1  支  , ,江西邦克实业有限公司 ,中山市龙裕医药有限公司,无
小儿腹泻贴 小儿腹泻贴    4贴装,小儿腹泻贴 ,4贴装,10  盒  ,晋临械备20150011号 ,侯马经济开发区金葵花大健康产业有限公司 ,广州谦谦康保健食品有限公司,无
A亮项 经乐通（骨质增生冷敷贴） A亮项 经乐通（骨质增生冷敷贴）    3贴,A亮项 经乐通（骨质增生冷敷贴） ,3贴,10  盒  ,川眉械备20160004号 ,四川利佰生物科技有限公司 ,广州谦谦康保健食品有限公司,无
养润濞疾康抑菌喷剂 养润濞疾康抑菌喷剂    20ml,养润濞疾康抑菌喷剂 ,20ml,1  支  ,陕西卫消证字（2014）第0187号 ,陕西健驰生物药业有限公司 ,东莞市力冉贸易有限公司,无
 萱草暖贴（暖宝宝）    10贴, ,10贴,30  袋  ,QB/T4903-2016 ,石家庄萱草生物科技有限公司 ,广州至参医药贸易有限公司,无
 小林即贴暖宝宝    5片, ,5片,48  包  ,Q31/0112000200C001 ,合肥小林日用品有限公司 ,广州至参医药贸易有限公司,无
G立校 棉签 G立校 棉签    50支/包500包/件,G立校 棉签 ,50支/包500包/件,1  包  ,浙杭械备20140073 ,杭州达维先医药科技有限公司 ,深圳市同兴泰医药有限公司,无
儿童爽身粉 儿童爽身粉    140g,儿童爽身粉 ,140g,1  瓶  , ,镇平仲景实业有限公司 ,东莞市健美堂医药科技有限公司,无
妇炎洁 苦参洗液 妇炎洁 苦参洗液    200ml（内附冲洗器）,妇炎洁 苦参洗液 ,200ml（内附冲洗器）,1  盒  ,洗剂 ,江西康美医药保健品有限公司 ,东莞市健美堂医药科技有限公司,无
苦参湿痒（植物草本抑菌洗液） 苦参湿痒（植物草本抑菌洗液）    260ml,苦参湿痒（植物草本抑菌洗液） ,260ml,1  盒  ,赣卫消证字2015第0060号 ,江西创美实业有限公司 ,东莞市健美堂医药科技有限公司,无
I魏氏磁疗骨痛贴 I魏氏磁疗骨痛贴    5贴,I魏氏磁疗骨痛贴 ,5贴,100  盒  ,甘食药监械（准）字2013第2260020号 ,天水魏氏彤泰药业有限公司 ,广州市邦善医疗器械有限公司,无
云南白药晕车快贴 云南白药晕车快贴    6贴装,云南白药晕车快贴 ,6贴装,10  盒  ,贴膏 ,云南白药集团股份有限公司 ,广州谦谦康保健食品有限公司,无
H苗岭濞通医用敷料鼻腔修复液 H苗岭濞通医用敷料鼻腔修复液    30ml,H苗岭濞通医用敷料鼻腔修复液 ,30ml,1  盒  ,吉械注准20172640037 ,长春市奥朗特生化药械研究所 ,中山市龙裕医药有限公司,无
 圣仁苗藏活络油    25ml, ,25ml,1  瓶  , ,江西圣仁实业有限公司 ,中山市龙裕医药有限公司,无
易香狐臭香露 易香狐臭香露    40ml,易香狐臭香露 ,40ml,1  盒  ,国妆特字G20151733 ,肇庆苗和堂医药有限公司 ,中山市龙裕医药有限公司,无
亮冰冰医用退热贴通用型 亮冰冰医用退热贴通用型    3片,亮冰冰医用退热贴通用型 ,3片,10  盒  ,粤禅食药监械生产备20150013号 ,佛山兵兵退热贴有限公司 ,广州谦谦康保健食品有限公司,无
A亮项 经乐通（活血止痛冷敷贴） A亮项 经乐通（活血止痛冷敷贴）    3贴,A亮项 经乐通（活血止痛冷敷贴） ,3贴,10  盒  ,川眉械备20160006号 ,四川利佰生物科技有限公司 ,广州谦谦康保健食品有限公司,无
T白云山 十味金银花（固体饮料） T白云山 十味金银花（固体饮料）    8g*18袋,T白云山 十味金银花（固体饮料） ,8g*18袋,10  袋  , ,肇庆仁修堂医药有限公司 ,广州谦谦康保健食品有限公司,无
雪茶养目 眼部冷敷凝露 雪茶养目 眼部冷敷凝露    10ml,雪茶养目 眼部冷敷凝露 ,10ml,10  盒  ,滴剂 ,陕西伊赛路药业有限公司 ,广州谦谦康保健食品有限公司,无
I杜蕾斯凸点螺纹热感装 I杜蕾斯凸点螺纹热感装    3只,I杜蕾斯凸点螺纹热感装 ,3只,480  盒  ,鲁食药监械(准)字2012第2660139号 ,青岛伦敦杜蕾斯有限公司 ,江苏全佳康医药有限公司,无
帮德007天然胶乳橡胶避孕套（凹凸梦幻） 帮德007天然胶乳橡胶避孕套（凹凸梦幻）    10只,帮德007天然胶乳橡胶避孕套（凹凸梦幻） ,10只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
银尔通 活性银离子抗凝液 银尔通 活性银离子抗凝液    20ml,银尔通 活性银离子抗凝液 ,20ml,300  盒  ,陕食药监械生产许20150011号 ,西安康旺抗菌科技股份有限公司 ,岳阳康尔医药有限公司,无
E广粤堂 阿胶乌鸡口服液 E广粤堂 阿胶乌鸡口服液    10ml*10支,E广粤堂 阿胶乌鸡口服液 ,10ml*10支,1  盒  ,国食健字 G20080045 ,江西华欣药业有限公司 ,深圳市同兴泰医药有限公司,无
 盐酸洛美沙星滴耳液    5ml:15mg, ,5ml:15mg,200  盒  , ,湖北康正药业有限公司 ,四川省科欣医药贸易有限公司,无
雪茶养目 眼部冷敷凝露 雪茶养目 眼部冷敷凝露    10ml,雪茶养目 眼部冷敷凝露 ,10ml,600  盒  ,滴剂 ,陕西伊赛路药业有限公司 ,惠州市海辰药业有限公司,无
 PM2.5防护口罩（黑色）    3只, ,3只,180  袋  ,Q/SWJ 044-2016 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
H白云山 通气鼻贴 H白云山 通气鼻贴    10片装,H白云山 通气鼻贴 ,10片装,500  盒  ,皖食药监械生产许20120364号 ,安徽省德济堂药业有限公司 ,广东扬帆药业有限公司,无
 针织口罩（通用型）    18cm*13cm-3p, ,18cm*13cm-3p,800  袋  ,Q/SWJ043-2016 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
I三九保健 天然维生素E软胶囊 I三九保健 天然维生素E软胶囊    500mg*100粒,I三九保健 天然维生素E软胶囊 ,500mg*100粒,1  盒  ,国食健字G20160021 ,威海紫光生物科技开发有限公司 ,东莞市健美堂医药科技有限公司,无
金嗓子喉宝（无蔗糖）都乐含片糖果 金嗓子喉宝（无蔗糖）都乐含片糖果    22.8克,金嗓子喉宝（无蔗糖）都乐含片糖果 ,22.8克,10  盒  , ,广西金嗓子保健品有限公司 ,广州谦谦康保健食品有限公司,无
I泰恩康 一次性使用医用口罩 I泰恩康 一次性使用医用口罩    10个/包,I泰恩康 一次性使用医用口罩 ,10个/包,10  包  ,粤械注准20162640663 ,汕头市泰恩康医用器材厂有限公司 ,广州谦谦康保健食品有限公司,无
G妇炎洁 乳酸私密护理液（益生菌） G妇炎洁 乳酸私密护理液（益生菌）    220ml/瓶,G妇炎洁 乳酸私密护理液（益生菌） ,220ml/瓶,60  盒  ,Q/JKM0102 ,江西康美医药保健品有限公司 ,广东扬帆药业有限公司,无
 银尔舒 活性银离子抗菌凝胶    3g*6支, ,3g*6支,200  盒  ,陕食药监械（准）字20082640062号 ,西安康旺抗菌科技股份有限公司 ,岳阳康尔医药有限公司,无
 PM2.5防护口罩（白色）    3只, ,3只,180  袋  ,Q/SWJ044-2016 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
H青花蛇 远红外腰腿疼痛贴（6贴） H青花蛇 远红外腰腿疼痛贴（6贴）    8cm*13cm*6贴,H青花蛇 远红外腰腿疼痛贴（6贴） ,8cm*13cm*6贴,1  盒  ,皖械注准20152260093 ,安徽金阳生物科技有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装    3只,帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 ,3只,960  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（时尚纤薄）玫瑰香 帮德007天然胶乳橡胶避孕套（时尚纤薄）玫瑰香    10只,帮德007天然胶乳橡胶避孕套（时尚纤薄）玫瑰香 ,10只,288  盒  , ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味 帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味    12只,帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市济帆药业有限公司,无
H金诺贝婴 双岐因子葡萄糖 H金诺贝婴 双岐因子葡萄糖    380克,H金诺贝婴 双岐因子葡萄糖 ,380克,40  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,广州市龙祥药业有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    12只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,12只,288  盒  , ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
金银花清清宝 金银花清清宝    380g,金银花清清宝 ,380g,48  盒  ,SC12636098200109 ,江西樟邦药业有限公司 ,广州市龙祥药业有限公司,无
牛初乳蛋白质粉 牛初乳蛋白质粉    900g,牛初乳蛋白质粉 ,900g,1  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
H盛世三诚 阿胶饮液（礼盒） H盛世三诚 阿胶饮液（礼盒）    250ml*3瓶,H盛世三诚 阿胶饮液（礼盒） ,250ml*3瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
金银花清清宝 金银花清清宝    380g,金银花清清宝 ,380g,1  盒  ,SC12636098200109 ,江西樟邦药业有限公司 ,深圳市同兴泰医药有限公司,无
祛痘霜 祛痘霜    15g,祛痘霜 ,15g,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
儿童钙铁锌蛋白质粉 儿童钙铁锌蛋白质粉    900克,儿童钙铁锌蛋白质粉 ,900克,1  盒  ,SC10644051100212 ,广东益瑞生物科技有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    3只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,3只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
维生素C泡腾片（草莓味） 维生素C泡腾片（草莓味）    80克（4克/片20片）,维生素C泡腾片（草莓味） ,80克（4克/片20片）,1  盒  ,SC10632012400105 ,南京优能生物科技有限公司 ,深圳市同兴泰医药有限公司,无
 眼舒适眼舒冷敷凝胶    10ml, ,10ml,1  盒  ,晋临械备20170008号 ,山西圣君药业有限公司 ,深圳市同兴泰医药有限公司,无
I医用胶带（棉布基材） I医用胶带（棉布基材）    2.0*200CM,I医用胶带（棉布基材） ,2.0*200CM,1  盒  ,鲁荷械备20140005号 ,山东华晨医疗器械有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香 帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香    12只,帮德007天然胶乳橡胶避孕套（爽滑平纹）经典装草莓香 ,12只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
H盛世三诚 无糖氨基酸饮液（礼盒5瓶装） H盛世三诚 无糖氨基酸饮液（礼盒5瓶装）    250ml*5瓶,H盛世三诚 无糖氨基酸饮液（礼盒5瓶装） ,250ml*5瓶,1  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,深圳市同兴泰医药有限公司,无
破必康(皮肤消毒喷雾剂) 破必康(皮肤消毒喷雾剂)    15mL,破必康(皮肤消毒喷雾剂) ,15mL,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
回乃宝（山楂麦芽茯苓代用茶） 回乃宝（山楂麦芽茯苓代用茶）    3g*20袋,回乃宝（山楂麦芽茯苓代用茶） ,3g*20袋,80  盒  ,SC11344128400921 ,肇庆仁修堂医药有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香    3只,帮德007天然胶乳橡胶避孕套（零感纤薄）经典装香草香 ,3只,960  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
H金诺贝婴 双岐因子葡萄糖 H金诺贝婴 双岐因子葡萄糖    380克,H金诺贝婴 双岐因子葡萄糖 ,380克,50  盒  ,SC1063 6098 2001 21 ,江西三诚实业有限公司 ,东莞市苗佳医药有限公司,无
I诺丝温莎茉莉花香 I诺丝温莎茉莉花香    12个装,I诺丝温莎茉莉花香 ,12个装,1  盒  ,计生用品 ,广东诺丝科技股份有限公司 ,佛山市名澳医药有限公司,无
I诺丝冰火装 I诺丝冰火装    12个装,I诺丝冰火装 ,12个装,1  盒  ,计生用品 ,广东诺丝科技股份有限公司 ,佛山市名澳医药有限公司,无
帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装    3只,帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 ,3只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（热感梦幻） 帮德007天然胶乳橡胶避孕套（热感梦幻）    10只,帮德007天然胶乳橡胶避孕套（热感梦幻） ,10只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
鼻通灵 鼻通灵    20ml,鼻通灵 ,20ml,1  盒  ,赣卫消证字（2011）第0007号 ,江西灵水生物科技有限公司 ,深圳市同兴泰医药有限公司,无
I一次性使用无菌敷贴（无纺布型）中 I一次性使用无菌敷贴（无纺布型）中    (7cm*10cm)1片*5袋/盒,I一次性使用无菌敷贴（无纺布型）中 ,(7cm*10cm)1片*5袋/盒,1  盒  ,浙食药监生产许20150065号 ,嘉兴美森医用材料有限公司 ,深圳市同兴泰医药有限公司,无
广慈金银花枇杷糖 广慈金银花枇杷糖    36克,广慈金银花枇杷糖 ,36克,216  盒  ,QS441913011750 ,东莞市广慈食品实业有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装    3只,帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 ,3只,960  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广东扬帆药业有限公司,无
济公蜂蜜山楂丹 济公蜂蜜山楂丹    60克,济公蜂蜜山楂丹 ,60克,64  瓶  , ,广东济公保健食品有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装    12只,帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 ,12只,288  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广东扬帆药业有限公司,无
蜜炼罗汉果清润糖 蜜炼罗汉果清润糖    36克,蜜炼罗汉果清润糖 ,36克,240  盒  ,SC11333100300034 ,台州市黄岩仁御生物科技有限公司 ,广东扬帆药业有限公司,无
广慈枇杷糖（超凉薄荷味） 广慈枇杷糖（超凉薄荷味）    48克,广慈枇杷糖（超凉薄荷味） ,48克,216  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,广东扬帆药业有限公司,无
广慈罗汉果枇杷糖 广慈罗汉果枇杷糖    48克,广慈罗汉果枇杷糖 ,48克,216  盒  ,SC11344190003544 ,东莞市广慈食品实业有限公司 ,广东扬帆药业有限公司,无
F斧标 医用退热贴 F斧标 医用退热贴    3贴,F斧标 医用退热贴 ,3贴,200  盒  ,粤穗械备20150212号 ,广州广医堂医药科技发展有限公司 ,广东扬帆药业有限公司,无
帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香 帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香    10只,帮德007天然胶乳橡胶避孕套（时尚纤薄）草莓香 ,10只,288  盒  , ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装    3只,帮德007天然胶乳橡胶避孕套（激情颗粒）经典香蕉香装 ,3只,960  盒  ,计生用品 ,湛江市汇通药业有限公司 ,广州市龙祥药业有限公司,无
漱口水（薄荷味） 漱口水（薄荷味）    250ml,漱口水（薄荷味） ,250ml,1  瓶  ,BQ/T 2945 ,肇庆仁修堂医药科技有限公司 ,深圳市同兴泰医药有限公司,无
帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味 帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味    12只,帮德007天然胶乳橡胶避孕套（性幻颗粒）经典装香橙味 ,12只,1  盒  ,计生用品 ,湛江市汇通药业有限公司 ,深圳市同兴泰医药有限公司,无
阿胶蛋白质粉 阿胶蛋白质粉    900g,阿胶蛋白质粉 ,900g,10  盒  ,QS445206015097 ,揭阳市林源堂医药科技有限公司 ,中山市凯成生物医药科技有限公司,无
完美芦荟胶 完美芦荟胶    40g,完美芦荟胶 ,40g,10  盒  ,粤妆20170546 ,完美（广东）日用品有限公司 ,中山市凯成生物医药科技有限公司,无
罗汉果蜜炼 枇杷膏 罗汉果蜜炼 枇杷膏    150ml,罗汉果蜜炼 枇杷膏 ,150ml,10  盒  ,QS3600 2601 0068 ,江西和欣实业股份有限公司 ,中山市凯成生物医药科技有限公司,无
G欧纯 一次性使用无菌敷贴（6cm*7cm） G欧纯 一次性使用无菌敷贴（6cm*7cm）    6cm*7cm,G欧纯 一次性使用无菌敷贴（6cm*7cm） ,6cm*7cm,1  盒  ,浙械注准20152640458 ,嘉兴美森医用材料有限公司 ,深圳市同兴泰医药有限公司,无
电焊工(润眼冷敷护理液) 电焊工(润眼冷敷护理液)    10ml,电焊工(润眼冷敷护理液) ,10ml,1  盒  ,晋临械备20160015号 ,临汾市江中合德医疗器械有限公司 ,深圳市同兴泰医药有限公司,无
F稳健医疗 橡皮膏 F稳健医疗 橡皮膏    0.9cmx10m,F稳健医疗 橡皮膏 ,0.9cmx10m,200  盒  ,鄂黄械备20150051号 ,稳健医疗(黄冈)有限公司 ,广州至参医药贸易有限公司,无
 小林即贴暖宝宝    10贴, ,10贴,24  包  ,q31/01120002000001 ,合肥小林日用品有限公司 ,广州至参医药贸易有限公司,无
 儿童PM2.5防护口罩（黄色多多）    9.3cm*10.9cm/只, ,9.3cm*10.9cm/只,270  袋  ,Q/HGWJ 009-2017 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
 儿童PM2.5防护口罩（蓝色酷飞）    9.3cm*10.9cm/只, ,9.3cm*10.9cm/只,270  袋  ,Q/HGWJ 009-2017 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
 儿童PM2.5防护口罩（红色乐迪）    9.3cm*10.9cm/只, ,9.3cm*10.9cm/只,270  袋  ,Q/HGWJ 009-2017 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
