供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
采药易,奥利司他胶囊,中山万汉制药有限公司,46.80,2022.01.10,0.12g*7粒,2354
采药易,仕象 双氯芬酸二乙胺凝胶,黄石卫生材料药业有限公司,10.80,2020.12.31,0.2g:20g*20g,717
采药易,北京亚东 肾骨胶囊,北京亚东生物制药有限公司,8.80,2021.11.01,0.1g*15粒*2板,3553
采药易,湖北济安堂 仁悦 玉屏风口服液,湖北济安堂药业股份有限公司,6.56,2020.09.30,10ml*9支,110
采药易,太极利夫康乐 利夫康洗剂,西安太极药业有限公司,24.50,2020.08.31,100ml,1865
采药易,贵州绿太阳 复方辣椒碱乳膏,贵州绿太阳制药有限公司,14.50,2020.10.09,10g,152
采药易,云南白药 泻痢消片,云南白药集团大理药业有限责任公司,6.20,2019.10.31,0.35g*9片*2板,1036
采药易,通化博祥 明复 脑血栓片,吉林省通化博祥药业股份有限公司,39.80,2020.11.30,0.3g*100片,321
采药易,贵州高原 复方伸筋胶囊,贵州高原彝药厂有限公司,28.80,2020.07.09,0.4g*24粒,1019
采药易,药都仁和 优卡丹 小儿咽扁颗粒,江西药都仁和制药有限公司,18.00,2020.01.31,8g*12袋,59
采药易,深圳佳泰 甲硝唑氯己定洗剂,深圳市佳泰药业股份有限公司,15.00,2020.07.31,50ml,201
采药易,江西制药 君恒 叶酸片,江西制药有限责任公司,12.00,2020.11.30,0.4mg*100片,1139
采药易,四川向阳 黄苦洗液,四川向阳药业有限公司,9.50,2020.03.31,160ml,700
采药易,海南海神 独一味软胶囊,海南海神同洲制药有限公司,11.00,2020.02.29,12粒*3板,1736
采药易,山西仁源堂 肤痒颗粒,山西仁源堂药业有限公司,8.50,2020.08.31,9g*9袋,297
采药易,健民晁氏 感冒清热颗粒,山东岳草堂药业有限公司,6.86,2020.07.31,12g*10袋,805
采药易,太福 川贝梨糖浆,武汉太福制药有限公司,5.56,2020.07.31,120ml,574
采药易,成都蓉药 伤湿祛痛膏,四川峨嵋山药业有限公司,4.80,2021.08.31,7cm*10cm*4贴*2袋,707
采药易,通化博祥 藿香正气片,吉林省通化博祥药业股份有限公司,1.90,2021.03.31,0.3g*12s*2板,1187
采药易,安徽新和成 阿昔洛韦乳膏,福元药业有限公司,1.80,2020.08.31,10g:0.3g*15g,920
采药易,安徽双科 氧氟沙星滴眼液,安徽省双科药业有限公司,1.78,2020.07.17,5ml,1211
采药易,珠海金鸿 头孢克洛分散片,金鸿药业股份有限公司,7.20,2020.11.30,0.25g*6片,1299
采药易,四川天基 小金胶囊,四川省天基生物药业有限公司,29.50,2020.11.30,0.3g*16粒,5650
采药易,苏刻乐 头孢克洛胶囊,苏州第三制药厂有限责任公司,4.50,2020.12.10,0.25g*6粒,4264
采药易,华北制药 苯磺酸左旋氨氯地平片,华北制药股份有限公司,15.50,2021.07.31,2.5mg*14片,0
采药易,陕西东泰 御隆 泌尿宁胶囊,陕西东泰制药有限公司,15.50,2021.05.16,0.45g*12s,4672
采药易,兰州太宝 华妍金丹 妇科养荣丸,兰州太宝制药有限公司,9.80,2021.11.12,48丸,6285
采药易,五海瘿瘤丸,安阳路德药业有限责任公司,21.60,2020.11.30,5g*10袋,1516
采药易,黑龙江济仁 丹灯通脑片,黑龙江省济仁药业有限公司,16.50,2020.08.31,0.53g*36片,760
采药易,甘肃独一味 独一味胶囊,康县独一味生物制药有限公司,14.99,2020.12.31,0.3g*36粒,3306
采药易,甘肃独一味 脉平片,康县独一味生物制药有限公司,19.00,2020.02.29,0.28g*48s,1041
采药易,永喜 盐酸多西环素肠溶胶囊,永信药品工业(昆山)股份有限公司,16.85,2021.07.01,0.1g*10粒,3654
采药易,头孢丙烯片,海南日中天制药有限公司,9.35,2020.11.30,0.25g*6片,1902
采药易,东芝堂 咽喉消炎丸,东芝堂药业(安徽)有限公司,9.50,2021.01.31,10粒*6支*2板,2776
采药易,山东孔圣堂 四消丸,山东孔圣堂制药有限公司,4.92,2021.03.12,6g*10袋,2606
采药易,安康信 依托考昔片,杭州默沙东制药有限公司,71.98,2020.09.17,120mg*5片,1679
采药易,捷诺维 磷酸西格列汀片,Merck Sharp & Dohme Ltd.,59.60,2021.07.10,100mg*7片,2824
采药易,抚河牌 跌打损伤丸,江西仁丰药业有限公司,3.98,2021.12.31,6g*6袋,3169
采药易,三精 乳酸菌素颗粒,黑龙江诺捷制药有限责任公司,5.58,2021.01.31,1g*12袋,3622
采药易,卓和 甲钴胺分散片,江苏四环生物制药有限公司,19.80,2020.12.07,0.5mg*12片*2板,1562
采药易,鹤壁中药 箭康 活血壮筋胶囊,鹤壁市中药有限公司,9.75,2021.12.31,14粒,1203
采药易,山乐汀 阿托伐他汀钙片,山德士(中国)制药有限公司,43.50,2020.08.31,20mg*10片,3238
采药易,莱得怡 阿莫西林克拉维酸钾片,Sandoz GmbH,17.80,2020.04.30,1.0g*6片,1496
采药易,海南日中天 头孢克肟胶囊,海南日中天制药有限公司,6.98,2020.12.31,0.1g*12粒,8833
采药易,四川旺林堂 康芝 健儿乐颗粒,四川省旺林堂药业有限公司,5.60,2020.07.31,2g*12袋,2705
采药易,浙江海正 福美欣 他克莫司胶囊,浙江海正药业股份有限公司,859.00,2020.11.30,1mg*50粒,104
采药易,奇康 西帕依固龈液,新疆奇康哈博维药股份有限公司,19.00,2020.04.27,100ml,1276
采药易,通化斯威 通窍鼻炎片,通化斯威药业股份有限公司,1.95,2020.12.31,0.3g*24片,3261
采药易,通化斯威 消炎止咳片,通化斯威药业股份有限公司,1.65,2021.01.31,0.35g*12片*2板,3922
采药易,荣昌 痔疮栓,荣昌制药(淄博)有限公司,9.80,2020.10.31,2g*5粒,2410
采药易,江西欧氏 养胃舒软胶囊,江西欧氏药业有限责任公司,3.73,2020.09.30,0.5g*12粒,1845
采药易,普壮 独一味软胶囊,江西欧氏药业有限责任公司,3.56,2020.09.30,0.5g*12粒,1241
采药易,重庆迪康 安乃近片,重庆迪康长江制药有限公司,4.50,2022.02.26,0.5g*100片,5942
采药易,威海人生 小儿解表口服液,威海人生药业有限公司,28.00,2020.08.31,10ml*6支,1613
采药易,山东方明 东药 氧氟沙星凝胶,山东方明药业集团股份有限公司,4.18,2020.08.31,10g,3272
采药易,湖北仁悦 三黄片,湖北仁悦药业股份有限公司,4.95,2021.01.31,100片,808
采药易,湖北仁悦 牛黄解毒片,湖北仁悦药业股份有限公司,2.10,2021.12.31,12片*2板,1758
采药易,济安堂 脑心舒口服液,湖北济安堂药业股份有限公司,6.36,2020.12.31,10ml*12支,1160
采药易,湖北瑞华 加味藿香正气丸,湖北瑞华制药有限责任公司,3.65,2021.06.30,200丸,1278
采药易,湖北济安堂 维C银翘片,湖北济安堂药业股份有限公司,2.30,2021.01.31,30片,1619
采药易,湖北瑞华 梁湖 杞菊地黄丸,湖北瑞华制药有限责任公司,3.20,2021.07.31,200丸,450
采药易,湖北福广 蛇胆川贝液,湖北福广制药有限公司,3.45,2020.06.30,10ml*6支,308
采药易,盐酸左氧氟沙星片,河南蓝图制药有限公司,1.43,2020.12.31,0.1g*12片,2354
采药易,南阳普康 一品 盐酸左氧氟沙星胶囊,河南蓝图制药有限公司,1.49,2021.01.31,0.1g*12粒,2002
采药易,金太子 三蛇胆川贝糖浆,湖北太子药业有限公司,7.50,2021.01.31,10ml*10支,2736
采药易,湖北成城 施恩 桑菊感冒颗粒,华阳(恩施)药业有限公司,5.38,2020.09.30,11g*12袋,1735
采药易,红色伊人 复方杏香兔耳风片,湖北济安堂药业股份有限公司,6.87,2020.09.30,0.5g*12粒*2板,1659
采药易,强力枇杷露,江西民济药业有限公司,2.38,2020.10.31,10ml*6支,2069
采药易,江西民济 强力枇杷露,江西民济药业有限公司,3.50,2021.02.28,100ml,2384
采药易,江西海尔思 调经止痛片,江西海尔思药业有限公司,5.00,2021.08.31,0.6g*18片*2板,540
采药易,蒲地蓝消炎片（春之洲）,山东孔府制药有限公司,6.50,2021.12.10,0.27g*60片,2063
采药易,东芝堂 止咳定喘丸,东芝堂药业(安徽)有限公司,17.00,2020.12.31,9g*12袋,2379
采药易,江西民济 穿王消炎胶囊,江西民济药业有限公司,6.38,2020.12.31,03g*24s,2415
采药易,广西盈康 广药 九味补血口服液,广西白云山盈康药业有限公司,40.00,2020.03.31,10支,177
采药易,山西德元堂 补血调经片,山西德元堂药业有限公司,4.20,2020.05.31,24s,135
采药易,西安天一 复方锌布颗粒,西安天一秦昆制药有限责任公司,5.50,2020.08.09,3g*12袋,2727
采药易,武汉健民 蔡氏五宝 牛黄痔清栓,武汉健民大鹏药业有限公司,20.50,2020.11.30,4粒,5733
采药易,甘肃西峰 乐天 磷酸川芎嗪胶囊,甘肃省西峰制药有限责任公司,6.50,2020.06.30,50mg*24粒,2220
采药易,河北万岁 感冒清热颗粒,河北万岁药业有限公司,5.20,2022.01.31,12g*10袋,1489
采药易,河北万岁 肾石通颗粒,河北万岁药业有限公司,6.58,2021.12.31,15g*10袋,1913
采药易,河北万岁 大山楂颗粒,河北万岁药业有限公司,5.10,2021.11.30,15g*20袋,1049
采药易,河北万岁 白带丸,河北万岁药业有限公司,4.35,2021.10.31,6g*10袋,717
采药易,河北万岁 加味逍遥丸,河北万岁药业有限公司,5.50,2021.10.31,6g*10袋,1388
采药易,河北万岁 脑立清丸,河北万岁药业有限公司,1.42,2021.10.31,100丸,3054
采药易,河北万岁 腰息痛胶囊,河北万岁药业有限公司,4.30,2021.10.31,0.3g*24粒,1420
采药易,康德平 格列齐特缓释片,浙江康德药业集团股份有限公司,6.50,2020.10.31,30mg*15片*2板,2539
采药易,广西南珠 珠黄吹喉散,广西南珠制药有限公司,5.80,2020.03.31,2.6g,2273
采药易,百泉 牛黄上清片,河南省百泉制药有限公司,3.65,2021.05.31,24片*2板,2765
采药易,山西仁源堂 益肺胶囊,山西仁源堂药业有限公司,9.98,2021.02.28,0.3g*24粒,808
采药易,湖北华光 雪梨膏,湖北老中醫制药有限责任公司,14.80,2021.12.31,270g,1594
采药易,同仁堂 大山楂丸,北京同仁堂股份有限公司同仁堂制药厂,10.33,2023.02.28,9g*10s,2273
采药易,银黄颗粒,四川省仁德制药有限公司,3.00,2020.05.16,4克*8袋,1560
采药易,石药 牛黄解毒片,石药控股集团河北唐威药业有限公司,3.80,2021.12.11,0.52g*20片*2板,5721
采药易,江苏汉晨 金果饮,江苏汉晨药业有限公司,11.50,2020.12.31,200ml,2772
采药易,江苏汉晨 妥布霉素滴眼液,江苏汉晨药业有限公司,4.00,2020.10.31,10ml,2650
采药易,江苏汉晨 复方氯化钠滴眼液,江苏汉晨药业有限公司,3.80,2020.09.30,10ml,2665
采药易,江苏汉晨 硫酸锌尿囊素滴眼液,江苏汉晨药业有限公司,6.02,2020.07.31,10ml,2483
采药易,江苏汉晨 左氧氟沙星滴眼液,江苏汉晨药业有限公司,6.95,2020.10.31,5ml,3835
采药易,通化博祥 脑心舒口服液,吉林省通化博祥药业股份有限公司,5.20,2022.01.31,10ml*10支,3559
采药易,江苏万高 独一味软胶囊,江苏万高药业股份有限公司,6.50,2020.03.31,0.55g*24片,1636
采药易,牙克石森健 羚羊角口服液,牙克石市森健药业有限公司,22.54,2021.08.23,5ml*6支,2088
采药易,广西恒拓 肾骨片,广西十万山制药有限公司,6.95,2020.11.01,0.35g*48s,4577
采药易,黑龙江天翼 易扑新 复方石韦胶囊,黑龙江天翼药业有限公司,9.80,2021.11.30,0.3g*9粒*6板,1955
采药易,青山利康 羟糖甘滴眼液,成都青山利康药业有限公司,7.50,2020.11.19,5ml,5799
采药易,江苏远恒 朗洁 萘敏维滴眼液,江苏远恒药业有限公司,4.18,2020.10.19,8ml,3950
采药易,武汉诺安 氧氟沙星滴眼液,武汉诺安药业有限公司,2.30,2020.11.30,8ml,3558
采药易,人人康 复方樟脑乳膏,广东人人康药业有限公司,6.28,2020.10.31,15g,7563
采药易,鹤壁中药 白鹤 四方胃胶囊,鹤壁市中药有限公司,5.48,2021.12.31,0.5g*20粒,2742
采药易,山东孔府 止咳枇杷颗粒,山东孔府制药有限公司,4.98,2022.02.20,10g*10袋,1027
采药易,孔府 清喉咽颗粒,山东孔府制药有限公司,7.50,2022.02.13,18g*10袋,2070
采药易,孔府 胃炎宁颗粒,山东孔府制药有限公司,6.80,2021.10.05,15g*6袋,1205
采药易,孔府 风热感冒颗粒,山东孔府制药有限公司,5.70,2022.02.26,10g*10袋,2170
采药易,江苏黄河 参芪肝康片,江苏黄河药业股份有限公司,30.00,2020.04.30,0.42g*30片,390
采药易,珠海生化 酒石酸美托洛尔片,珠海同源药业有限公司,4.98,2021.11.30,50mg*30片,6938
采药易,贵州汉方 罗汉果止咳胶囊,贵州汉方药业有限公司,3.80,2020.11.20,0.35g*12粒*2板,5576
采药易,同仁堂 槟榔四消丸,北京同仁堂天然药物(唐山)有限公司,10.80,2020.03.31,6g*6袋,556
采药易,同仁堂 铁笛丸,北京同仁堂天然药物(唐山)有限公司,23.30,2020.08.31,4g*10袋,2357
采药易,一洲 远达 清开灵颗粒,哈尔滨一洲制药有限公司,22.50,2021.10.31,3g*18袋,2551
采药易,立舒平 吲达帕胺缓释片,真奥金银花药业有限公司,8.90,2020.07.31,1.5mg*30片,5096
采药易,星宇星火 保贝牛 葡萄糖酸锌颗粒,山西新宝源制药有限公司,5.20,2021.09.30,70mg*10包,451
采药易,尼莫地平胶囊,苏州第三制药厂有限责任公司,4.49,2020.10.30,20mg*50s,601
采药易,苏三制药 头孢拉定胶囊,苏州第三制药厂有限责任公司,5.39,2021.01.09,0.25g*24粒,1660
采药易,安徽新和成 阿昔洛韦乳膏,福元药业有限公司,1.30,2021.01.31,10g:0.3g*10g,2735
采药易,蓬莱诺康 富马酸氯马斯汀片,蓬莱诺康药业有限公司,6.78,2021.01.12,12片,797
采药易,吉林育华 枸橼酸钾颗粒,蓬莱诺康药业有限公司,5.48,2021.01.10,2g*10袋,2708
采药易,茂祥必克 复方氨酚烷胺片,通化茂祥制药有限公司,3.28,2021.09.30,12片,2712
采药易,益康 全天麻胶囊,贵州益康制药有限公司,10.85,2021.12.31,0.5g*24粒,1725
采药易,在田 肾石通颗粒,广东在田药业有限公司,5.80,2020.12.31,15g*9袋,260
采药易,广西圣特 复方板蓝根颗粒,广西圣特药业有限公司,8.20,2021.02.28,15g*23袋,1921
采药易,吉林华威 二甲双胍格列本脲片(Ⅱ),吉林省华威药业有限公司,5.28,2021.12.31,12片*2板,2059
采药易,吉林华威 补肾斑龙片,吉林省华威药业有限公司,9.20,2021.06.30,0.3g*24s,845
采药易,银诺克 滋补生发片,长春银诺克药业有限公司,14.80,2022.01.26,12片*2板,475
采药易,天津怀仁 氟康唑胶囊,天津怀仁制药有限公司,7.50,2020.06.30,50mg*12粒,800
采药易,吉林东北亚 宫瘤宁胶囊,吉林省东北亚药业股份有限公司,8.50,2021.11.30,0.45g*24粒,1600
采药易,复方醋酸曲安奈德溶液,上海新亚药业闵行有限公司,6.98,2021.11.30,10ml,630
采药易,通化博祥 艾附暖宫丸,吉林省通化博祥药业股份有限公司,6.60,2021.08.31,9g*10丸,280
采药易,博祥芯通 通脉颗粒,吉林省通化博祥药业股份有限公司,7.50,2022.01.31,10g*10袋,2199
采药易,孕妇清火丸,北京同仁堂制药有限公司,34.50,2020.07.31,6g*10瓶,57
采药易,同仁堂 止咳橘红口服液,北京同仁堂股份有限公司同仁堂制药厂,20.98,2020.09.30,10ml*10支,336
采药易,同仁堂 通宣理肺口服液,北京同仁堂股份有限公司同仁堂制药厂,15.95,2020.11.30,10ml*10支,349
采药易,舒雅柯 依托度酸片,浙江亚太药业股份有限公司,8.50,2020.07.31,0.2g*12片,1300
采药易,浙江亚太 雅泰 亮洛 头孢克洛胶囊,浙江亚太药业股份有限公司,5.28,2020.06.30,0.25g*6粒,582
采药易,浙江亚太 克拉霉素胶囊,浙江亚太药业股份有限公司,3.98,2020.12.31,0.25g*6粒,1728
采药易,浙江亚太 盐酸克林霉素胶囊,浙江亚太药业股份有限公司,2.90,2020.07.31,0.15g*10粒,885
采药易,迈啉光 雅泰 阿莫西林胶囊,浙江亚太药业股份有限公司,2.36,2021.07.31,0.25g*20粒,2344
采药易,浙江亚太 头孢氨苄胶囊,浙江亚太药业股份有限公司,4.30,2020.12.31,0.125g*50粒,1033
采药易,重庆科瑞 必喷 复方熊胆通鼻喷雾剂,重庆科瑞制药(集团)有限公司,12.80,2020.10.31,15ml,580
采药易,翔宇凯复利 复方红衣补血口服液,翔宇药业股份有限公司,45.00,2020.11.03,10ml*18支,1438
采药易,江西银涛 六味安消胶囊,江西银涛药业有限公司,9.90,2020.12.31,0.5g*24粒,1307
采药易,江西银涛 右归胶囊,江西银涛药业有限公司,139.00,2020.07.31,0.45g*60粒,166
采药易,吉林东北亚 血美安胶囊,吉林省东北亚药业股份有限公司,20.50,2021.10.31,0.27g*12粒*6板,450
采药易,益气养血口服液（伊更静）,吉林玉仁制药股份有限公司,9.98,2021.02.20,15ml*9支,649
采药易,海南海神 仁和 八正颗粒,海南海神同洲制药有限公司,16.50,2020.09.30,2.2g*12袋,631
采药易,时尔平 茶碱缓释胶囊(Ⅱ),杭州民生药业有限公司,11.50,2020.12.31,0.1g*12s*2板,1477
采药易,正心泰颗粒,陕西华龙制药有限公司,11.98,2019.11.30,5g*12袋,932
采药易,湖南九典 盐酸班布特罗胶囊,湖南九典制药股份有限公司,8.25,2020.10.31,10mg*10粒,1079
采药易,山东孔圣堂 木香顺气丸,山东孔圣堂制药有限公司,5.20,2021.02.27,6g*10袋,751
采药易,河北万岁 脑立清胶囊,河北万岁药业有限公司,3.05,2021.08.31,0.33g*24s,490
采药易,湖北仁悦 小儿氨酚黄那敏颗粒,湖北仁悦药业股份有限公司,4.80,2020.06.30,5g*10袋,0
采药易,广西圣特 夏桑菊颗粒,广西圣特药业有限公司,7.68,2020.07.31,10g*21袋,120
采药易,银翘解毒颗粒,四川泰乐制药有限公司,8.25,2021.01.15,15g*13袋,121
采药易,福元药业 开塞露,福元药业有限公司,1.60,2022.01.31,10ml*2支,4653
采药易,山西华康 独活寄生丸,山西华康药业股份有限公司,7.10,2021.09.30,9g*10丸,25
采药易,补中益气丸,孔圣堂(唐山)制药有限公司,5.70,2020.12.31,6g*10袋,60
采药易,人参归脾丸（孔圣）,孔圣堂(唐山)制药有限公司,6.50,2021.09.30,9g*10丸,160
采药易,舒肝健胃丸,孔圣堂(唐山)制药有限公司,5.88,2021.03.31,6g*10袋,114
采药易,山东莱阳 甲状腺片,山东省惠诺药业有限公司,26.90,2020.08.02,40mg*100片,284
采药易,贵州良济 宁心宝胶囊,贵州良济药业有限公司,16.85,2021.01.01,0.25g*36粒,1284
采药易,洛阳远洋 胃力胶囊,洛阳远洋生物制药有限公司,10.50,2020.12.31,0.3g*48片,3037
采药易,四川旭阳 复方板蓝根颗粒,四川旭阳药业有限责任公司,6.68,2020.08.31,15g*20袋,2968
采药易,广西恒拓 罗汉果止咳糖浆,恒拓集团南宁仁盛制药有限公司,5.40,2020.06.30,120ml,827
采药易,山西华元 田七痛经胶囊,山西华元医药生物技术有限公司,3.38,2021.09.30,0.4g*10粒*2板,1302
采药易,半宙大康 喉舒宁片,广西葛洪堂药业有限公司,1.98,2020.09.30,12片*2板,1647
采药易,海南惠普森 胆木浸膏糖浆,海南森祺制药有限公司,35.00,2020.07.24,10ml*6支,571
采药易,桂林华信 胶体果胶铋胶囊,桂林华信制药有限公司,3.20,2021.02.18,50mg*24粒,4215
采药易,珠海金鸿 东盛 头孢克洛干混悬剂,金鸿药业股份有限公司,4.80,2020.12.31,0.125g*6袋,6071
采药易,江西银涛 聚维酮碘溶液,江西银涛药业有限公司,3.90,2020.10.31,100ml:1g,2801
采药易,江西银涛 复肾宁胶囊,江西银涛药业有限公司,5.50,2020.10.31,12粒*2板,1651
采药易,碧洁 甲硝唑氯己定洗剂,深圳南粤药业有限公司,5.80,2020.11.30,200ml,1727
采药易,江西银涛 前列舒乐胶囊,江西银涛药业有限公司,7.50,2020.11.30,0.4g*12s*3板,3880
采药易,口泰 复方氯己定含漱液,深圳南粤药业有限公司,9.30,2020.12.31,150ml,3398
采药易,恒健 曲咪新乳膏,广东恒健制药有限公司,4.50,2020.12.16,20g,3237
采药易,恒健 醋酸曲安奈德乳膏,广东恒健制药有限公司,2.80,2020.12.06,15g,3038
采药易,山西同达 亚宝佰服柠 消炎止咳片,山西同达药业有限公司,3.30,2020.12.31,0.35g*10粒*4板,3368
采药易,白云山 硝酸益康唑乳膏,广州白云山制药股份有限公司白云山何济公制药厂,4.50,2020.05.31,20g,3052
采药易,珠海金鸿 头孢拉定颗粒,金鸿药业股份有限公司,2.42,2020.11.30,0.125g*12袋,1905
采药易,禾保 甲钴胺片,江苏迪赛诺制药有限公司,5.50,2021.01.31,0.5mg*10s*2板(薄膜衣片),2280
采药易,四川旭阳 金碧阿胶 阿胶益寿口服液,四川旭阳药业有限责任公司,19.50,2019.12.31,20ml*12支,216
采药易,佛山冯了性 回春散,国药集团冯了性(佛山)药材饮片有限公司,23.60,2020.11.22,0.3g*3袋,15
采药易,广西天天乐 止泻颗粒,广西天天乐药业股份有限公司,6.50,2020.08.31,10g*10袋,147
采药易,浙江得恩德 如医 盐酸特比萘芬凝胶,浙江得恩德制药股份有限公司,5.50,2020.08.31,15g,1821
采药易,广宇制药 冬凌草片,三门峡广宇生物制药有限公司,3.30,2020.11.30,0.26g*45片,1610
采药易,湖北康正 氧氟沙星凝胶,湖北康正药业有限公司,4.90,2020.09.30,10g,1978
采药易,江西银涛 当归南枣颗粒,江西银涛药业有限公司,6.50,2020.10.31,10袋,1761
采药易,沈阳东新 安可通 五淋化石胶囊,沈阳东新药业有限公司,10.50,2021.12.28,0.3g*60粒,2645
采药易,江西远健 阿归养血颗粒,江西新远健药业有限公司,38.00,2020.12.31,10g*50袋,2309
采药易,安徽新和成 咪康唑氯倍他索乳膏,福元药业有限公司,2.50,2020.10.31,10g,2624
采药易,山东孔府 止咳枇杷颗粒,山东孔府制药有限公司,5.80,2021.12.20,10g*8袋,426
采药易,安徽双科 盐酸环丙沙星滴眼液,安徽省双科药业有限公司,1.56,2020.11.15,5ml,494
采药易,辽宁绿丹 三叶牌 消糖灵胶囊,辽宁绿丹药业有限公司,18.00,2020.05.31,12粒*3板,712
采药易,安徽新和成 哈西奈德乳膏,福元药业有限公司,3.98,2020.12.31,10g,1266
采药易,桂林华信 信儿福 尼美舒利颗粒,桂林华信制药有限公司,2.02,2021.01.06,50mg*12袋,3763
采药易,通窍鼻炎片（博祥）,吉林省通化博祥药业股份有限公司,2.80,2020.05.31,0.41g*18s*2板,433
采药易,山西仁源堂 千年草 糖尿灵片,山西仁源堂药业有限公司,7.98,2020.09.30,0.3g*36片,121
采药易,安徽新和成 复方酮康唑乳膏,福元药业有限公司,2.00,2020.05.31,10g,916
采药易,心脑康胶囊,通化斯威药业股份有限公司,5.50,2020.09.30,0.25g*36粒,402
采药易,白云山 珍珠胃安丸,广州白云山医药集团股份有限公司白云山制药总厂,18.00,2020.08.31,12袋,484
采药易,广西天天乐 元胡止痛片,广西天天乐药业股份有限公司,3.50,2020.08.31,0.25g*24片,193
采药易,百年康鑫 冬凌草糖浆,河南百年康鑫药业有限公司,11.40,2020.05.31,10ml*6支,812
采药易,荣橘/化州橘红,化州市中贸橘红土特产有限公司,35.00,2022.09.01,3g*10袋/盒,415
采药易,迪赛平 替米沙坦片,西安迪赛生物药业有限责任公司,9.89,2019.11.30,20mg*30片,299
采药易,武汉诺安 盐酸洛美沙星滴眼液,武汉诺安药业有限公司,2.87,2020.01.31,5ml,583
采药易,广西天天乐 石淋通片,广西天天乐药业股份有限公司,4.30,2020.10.31,45片,41
采药易,湖北仁悦 穿心莲片,湖北仁悦药业股份有限公司,2.80,2021.08.31,45片,886
采药易,广西天天乐 复方穿心莲片,广西天天乐药业股份有限公司,1.90,2020.08.31,24片,155
采药易,盛杰奥 世贸天阶 泮托拉唑钠肠溶片,世贸天阶制药(江苏)有限责任公司,15.00,2020.10.31,40mg*14片,428
采药易,山西仁源堂 消朦片,山西仁源堂药业有限公司,11.98,2021.03.31,0.5g*12片*3板,470
采药易,湖北济安堂 痔速宁片,湖北济安堂药业股份有限公司,4.50,2020.04.30,12片*2板,1145
采药易,生脉饮,江西民济药业有限公司,9.80,2019.12.31,10毫升*10支,159
采药易,江西民济 宫炎康颗粒,江西民济药业有限公司,7.50,2020.09.30,9g*12袋,280
采药易,江西民济 藿香正气合剂,江西民济药业有限公司,2.90,2020.04.30,10ml*6支(塑料瓶),1630
采药易,阿拉坦五味丸,内蒙古大唐药业股份有限公司,7.48,2019.10.07,每10粒重2g,212
采药易,石家庄华鹏 为诚 阿胶,石家庄华鹏药业有限公司,210.00,2020.05.31,250g（纸盒）,1008
采药易,吉林华威 替克 克痹骨泰胶囊,吉林省华威药业有限公司,12.80,2020.02.29,0.5g*12粒*2板,274
采药易,聚维酮碘乳膏,杨凌生物医药科技股份有限公司,12.60,2019.10.31,5g,81
采药易,华源天利 朝花牌 天麻头痛片,辽宁朝花药业有限公司,4.50,2024.01.30,0.3g*24片,163
采药易,哈尔滨大中 异维A酸软胶囊,哈尔滨大中制药有限公司,16.50,2020.11.10,10mg*20粒,1266
采药易,陕西东泰 今媛安 止痛化癥片,陕西东泰制药有限公司,12.70,2021.01.29,0.6g*24片,198
采药易,惠血生片,云南金乌黑药制药有限公司,22.00,2020.04.30,每片重0.52g,573
采药易,捷诺达 西格列汀二甲双胍片(II),MSD Pharma (Singapore) Pte. Ltd.,162.30,2020.03.10,50mg:850mg*28片,764
采药易,秀瞳 萘敏维滴眼液,广东宏盈科技有限公司,3.70,2020.10.09,10ml,8253
采药易,碧生源 常润茶,北京澳特舒尔保健品开发有限公司,57.20,2020.06.03,62.5g(2.5g*20袋+12.5g),11015
采药易,重庆迪康 氨苄西林胶囊,重庆迪康长江制药有限公司,2.35,2021.01.08,0.25g*20粒,2020
采药易,贵阳新天 苦参凝胶,贵阳新天药业股份有限公司,39.50,2020.11.30,5g*4支,11762
采药易,珠海同益 橘红痰咳颗粒,珠海同益制药有限公司,9.50,2021.02.28,10g*12袋,5575
采药易,银尔通活性银离子抗菌液,西安康旺抗菌科技股份有限公司,17.80,2021.06.30,20ml/瓶,10632
采药易,银诺克 咽炎片,长春银诺克药业有限公司,5.20,2021.12.09,0.25g*12s*3板,6796
采药易,肝维康片,河南福森药业有限公司,40.50,2020.08.31,0.25g*100s,961
采药易,健兴 醒脾养儿颗粒,贵州健兴药业有限公司,24.73,2021.05.31,2g*12袋,0
采药易,逸舒升 非那雄胺片,广东逸舒制药股份有限公司,6.50,2021.01.09,5mg*10片,5201
采药易,阿托伐他汀钙片(山乐汀R),山德士(中国)制药有限公司,19.30,2021.07.31,10mg*7s,3294
采药易,施诺敏 氯雷他定胶囊,湖北舒邦药业有限公司,3.72,2020.09.30,10mg*12粒,6276
采药易,安普索 盐酸氨溴索片,山德士(中国)制药有限公司,10.50,2023.09.30,30mg*20片,3338
采药易,通化斯威 调经益灵片,通化斯威药业股份有限公司,5.60,2021.01.31,0.3g*16片*2板,315
采药易,吉林长源 脑栓康复胶囊,吉林省长源药业有限公司,30.20,2021.06.30,0.3g*36粒,1366
采药易,吉林华侨 安宫牛黄丸,吉林省华侨药业集团有限公司,39.50,2021.12.31,3g,2186
采药易,湖北济安堂 仁悦 玉屏风口服液,湖北济安堂药业股份有限公司,6.59,2020.12.31,10ml*10支,2320
采药易,武汉太福 卫宝康 蛇胆川贝液,武汉太福制药有限公司,5.31,2020.11.30,10ml*6支,500
采药易,八珍胶囊,吉林省华威药业有限公司,4.95,2020.12.31,0.4g*12粒*2板,658
